Country,ISO_A3,Region,IncomeGroup,Year,Emissions
Central African Republic,CAF,Sub-Saharan Africa,Low income,1990,146226.244
Canada,CAN,North America,High income,1990,608685
Switzerland,CHE,Europe & Central Asia,High income,1990,56393.8008
Channel Islands,CHI,Europe & Central Asia,High income,1990,NA
Chile,CHL,Latin America & Caribbean,High income,1990,54730.277
China,CHN,East Asia & Pacific,Upper middle income,1990,3892675.1604
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,1990,152200.604
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,1990,97554.79
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,1990,1376921.73
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,1990,63552.840401
Colombia,COL,Latin America & Caribbean,Upper middle income,1990,174396.943
Comoros,COM,Sub-Saharan Africa,Low income,1990,294.3718926
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,1990,208.23803
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,1990,8593.78662
Cuba,CUB,Latin America & Caribbean,Upper middle income,1990,57043.9724
Curacao,CUW,Latin America & Caribbean,High income,1990,NA
Cayman Islands,CYM,Latin America & Caribbean,High income,1990,297.396063
Cyprus,CYP,Europe & Central Asia,High income,1990,5130.35771
Czech Republic,CZE,Europe & Central Asia,High income,1990,196206.7838
Germany,DEU,Europe & Central Asia,High income,1990,1256074.03
Djibouti,DJI,Middle East & North Africa,Lower middle income,1990,1821.59311
Dominica,DMA,Latin America & Caribbean,Upper middle income,1990,130.666114
Denmark,DNK,Europe & Central Asia,High income,1990,72484.035
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1990,17001.1508
Algeria,DZA,Middle East & North Africa,Upper middle income,1990,106445.8175
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1990,30859.4911
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,1990,139101.6501
Eritrea,ERI,Sub-Saharan Africa,Low income,1990,3335.2411
Spain,ESP,Europe & Central Asia,High income,1990,293343.061
Estonia,EST,Europe & Central Asia,High income,1990,55787.31741
Ethiopia,ETH,Sub-Saharan Africa,Low income,1990,67300.580553
Finland,FIN,Europe & Central Asia,High income,1990,75555.06141
Fiji,FJI,East Asia & Pacific,Upper middle income,1990,2328.8648
France,FRA,Europe & Central Asia,High income,1990,554685.28
Faroe Islands,FRO,Europe & Central Asia,High income,1990,NA
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,1990,47.63686
Gabon,GAB,Sub-Saharan Africa,Upper middle income,1990,12276.85768
United Kingdom,GBR,Europe & Central Asia,High income,1990,777244.23
Georgia,GEO,Europe & Central Asia,Upper middle income,1990,38220.5924
Ghana,GHA,Sub-Saharan Africa,Lower middle income,1990,29495.582968
Gibraltar,GIB,Europe & Central Asia,High income,1990,159.451771
Guinea,GIN,Sub-Saharan Africa,Low income,1990,65170.672
"Gambia, The",GMB,Sub-Saharan Africa,Low income,1990,1189.5885
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1990,1628.8117
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,1990,243.380047
Greece,GRC,Europe & Central Asia,High income,1990,96659.0445
Grenada,GRD,Latin America & Caribbean,Upper middle income,1990,157.901249
Greenland,GRL,Europe & Central Asia,High income,1990,NA
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1990,14907.3608
Guam,GUM,East Asia & Pacific,High income,1990,60.1849157
Guyana,GUY,Latin America & Caribbean,Upper middle income,1990,16735.4609
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,1990,37253.7089
Honduras,HND,Latin America & Caribbean,Lower middle income,1990,13722.119
Croatia,HRV,Europe & Central Asia,High income,1990,34734.33116
Haiti,HTI,Latin America & Caribbean,Low income,1990,5356.9867
Hungary,HUN,Europe & Central Asia,High income,1990,97552.24
Indonesia,IDN,East Asia & Pacific,Lower middle income,1990,1165113.41
Isle of Man,IMN,Europe & Central Asia,High income,1990,NA
India,IND,South Asia,Lower middle income,1990,1387371.82
Ireland,IRL,Europe & Central Asia,High income,1990,65583.192
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,1990,283712.886
Iraq,IRQ,Middle East & North Africa,Upper middle income,1990,99866.44
Iceland,ISL,Europe & Central Asia,High income,1990,21761.01853
Israel,ISR,Middle East & North Africa,High income,1990,39609.3299
Italy,ITA,Europe & Central Asia,High income,1990,508764.943
Jamaica,JAM,Latin America & Caribbean,Upper middle income,1990,9319.21737
Jordan,JOR,Middle East & North Africa,Upper middle income,1990,11599.3165797
Japan,JPN,East Asia & Pacific,High income,1990,1304676.03
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1990,372290.9362
Kenya,KEN,Sub-Saharan Africa,Lower middle income,1990,38943.126
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,1990,33283.18809
Cambodia,KHM,East Asia & Pacific,Lower middle income,1990,19521.916
Kiribati,KIR,East Asia & Pacific,Lower middle income,1990,39.7799279
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,1990,NA
"Korea, Rep.",KOR,East Asia & Pacific,High income,1990,300501.326
Kuwait,KWT,Middle East & North Africa,High income,1990,NA
Lao PDR,LAO,East Asia & Pacific,Lower middle income,1990,30128.598
Lebanon,LBN,Middle East & North Africa,Upper middle income,1990,NA
Liberia,LBR,Sub-Saharan Africa,Low income,1990,1752.526409
Libya,LBY,Middle East & North Africa,Upper middle income,1990,61074.1542
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1990,278.116504
Liechtenstein,LIE,Europe & Central Asia,High income,1990,NA
Sri Lanka,LKA,South Asia,Lower middle income,1990,18379.0014
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,1990,1882.4258
Lithuania,LTU,Europe & Central Asia,High income,1990,54344.5327
Luxembourg,LUX,Europe & Central Asia,High income,1990,13101.9844
Latvia,LVA,Europe & Central Asia,High income,1990,33667.7706
"Macao SAR, China",MAC,East Asia & Pacific,High income,1990,NA
St. Martin (French part),MAF,Latin America & Caribbean,High income,1990,NA
Morocco,MAR,Middle East & North Africa,Lower middle income,1990,37543.266
Monaco,MCO,Europe & Central Asia,High income,1990,NA
Moldova,MDA,Europe & Central Asia,Lower middle income,1990,38029.79932
Madagascar,MDG,Sub-Saharan Africa,Low income,1990,48353.24978
Maldives,MDV,South Asia,Upper middle income,1990,NA
Mexico,MEX,Latin America & Caribbean,Upper middle income,1990,494151.02
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,1990,NA
"Macedonia, FYR",MKD,Europe & Central Asia,Upper middle income,1990,14328.5064
Mali,MLI,Sub-Saharan Africa,Low income,1990,30794.145
Malta,MLT,Middle East & North Africa,High income,1990,2605.29414
Myanmar,MMR,East Asia & Pacific,Lower middle income,1990,875447.03
Montenegro,MNE,Europe & Central Asia,Upper middle income,1990,NA
Mongolia,MNG,East Asia & Pacific,Lower middle income,1990,58042.678
Northern Mariana Islands,MNP,East Asia & Pacific,High income,1990,5.1160915
Mozambique,MOZ,Sub-Saharan Africa,Low income,1990,40943.06776
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1990,5976.906
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,1990,1576.65897
Malawi,MWI,Sub-Saharan Africa,Low income,1990,8537.0945
Malaysia,MYS,East Asia & Pacific,Upper middle income,1990,198587.5635
Namibia,NAM,Sub-Saharan Africa,Upper middle income,1990,7299.9503
New Caledonia,NCL,East Asia & Pacific,High income,1990,1633.16868
Niger,NER,Sub-Saharan Africa,Low income,1990,6929.2769
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,1990,163274.1763
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,1990,10263.4765
Netherlands,NLD,Europe & Central Asia,High income,1990,224468.089
Norway,NOR,Europe & Central Asia,High income,1990,67466.0999
Nepal,NPL,South Asia,Low income,1990,25118.3339
Nauru,NRU,East Asia & Pacific,High income,1990,NA
New Zealand,NZL,East Asia & Pacific,High income,1990,65689.817
Oman,OMN,Middle East & North Africa,High income,1990,35356.2927
Pakistan,PAK,South Asia,Lower middle income,1990,172551.2859
Panama,PAN,Latin America & Caribbean,Upper middle income,1990,6814.4507
Peru,PER,Latin America & Caribbean,Upper middle income,1990,59544.1966
Philippines,PHL,East Asia & Pacific,Lower middle income,1990,96355.436
Palau,PLW,East Asia & Pacific,Upper middle income,1990,NA
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,1990,29504.072
Poland,POL,Europe & Central Asia,High income,1990,474016.0603
Puerto Rico,PRI,Latin America & Caribbean,High income,1990,2941.1635
"Korea, Dem. People’s Rep.",PRK,East Asia & Pacific,Low income,1990,162999.454
Portugal,PRT,Europe & Central Asia,High income,1990,58227.179
Paraguay,PRY,Latin America & Caribbean,Upper middle income,1990,63833.492
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,1990,NA
French Polynesia,PYF,East Asia & Pacific,High income,1990,1014.46011
Qatar,QAT,Middle East & North Africa,High income,1990,21978.4828
Romania,ROU,Europe & Central Asia,Upper middle income,1990,247279.3403
Russian Federation,RUS,Europe & Central Asia,Upper middle income,1990,3593581.92
Rwanda,RWA,Sub-Saharan Africa,Low income,1990,3251.96376
Saudi Arabia,SAU,Middle East & North Africa,High income,1990,NA
Sudan,SDN,Sub-Saharan Africa,Lower middle income,1990,92666.85
Senegal,SEN,Sub-Saharan Africa,Low income,1990,11016.4282
Singapore,SGP,East Asia & Pacific,High income,1990,NA
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1990,5903.502
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1990,9628.770868
El Salvador,SLV,Latin America & Caribbean,Lower middle income,1990,6685.708201
San Marino,SMR,Europe & Central Asia,High income,1990,NA
Somalia,SOM,Sub-Saharan Africa,Low income,1990,17953.4060594
Serbia,SRB,Europe & Central Asia,Upper middle income,1990,NA
South Sudan,SSD,Sub-Saharan Africa,Low income,1990,NA
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,1990,97.473043
Suriname,SUR,Latin America & Caribbean,Upper middle income,1990,10497.9035
Slovak Republic,SVK,Europe & Central Asia,High income,1990,72262.4462
Slovenia,SVN,Europe & Central Asia,High income,1990,19978.0218
Sweden,SWE,Europe & Central Asia,High income,1990,77170.66264
Swaziland,SWZ,Sub-Saharan Africa,Lower middle income,1990,2261.6269
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,1990,NA
Seychelles,SYC,Sub-Saharan Africa,High income,1990,365.272339
Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,1990,48602.089
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,1990,2.39359482
Chad,TCD,Sub-Saharan Africa,Low income,1990,18338.288
Togo,TGO,Sub-Saharan Africa,Low income,1990,13410.2559
Thailand,THA,East Asia & Pacific,Upper middle income,1990,208062.848
Tajikistan,TJK,Europe & Central Asia,Lower middle income,1990,21668.05999
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,1990,81331.86526
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,1990,453.01726
Tonga,TON,East Asia & Pacific,Lower middle income,1990,124.449085
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1990,NA
Tunisia,TUN,Middle East & North Africa,Lower middle income,1990,21219.0337
Turkey,TUR,Europe & Central Asia,Upper middle income,1990,224459.0446
Tuvalu,TUV,East Asia & Pacific,Upper middle income,1990,4.0320927
Tanzania,TZA,Sub-Saharan Africa,Low income,1990,94958.046
Uganda,UGA,Sub-Saharan Africa,Low income,1990,36900.522
Ukraine,UKR,Europe & Central Asia,Lower middle income,1990,953118.7193
Uruguay,URY,Latin America & Caribbean,High income,1990,26111.56991
United States,USA,North America,High income,1990,6136093.5
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,1990,169357.5032
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,1990,140.6361373
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,1990,210102.629
British Virgin Islands,VGB,Latin America & Caribbean,High income,1990,72.916993
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,1990,45.298507
Vietnam,VNM,East Asia & Pacific,Lower middle income,1990,99053.923
Vanuatu,VUT,East Asia & Pacific,Lower middle income,1990,433.35203
World,WLD,NA,NA,1990,38232170.0568654
Samoa,WSM,East Asia & Pacific,Lower middle income,1990,287.10673
Kosovo,XKX,Europe & Central Asia,Lower middle income,1990,NA
"Yemen, Rep.",YEM,Middle East & North Africa,Lower middle income,1990,12850.0134
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1990,349202.002
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,1990,209648.820069
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,1990,35100.59
Aruba,ABW,Latin America & Caribbean,High income,1991,NA
Afghanistan,AFG,South Asia,Low income,1991,12307.0638
Angola,AGO,Sub-Saharan Africa,Upper middle income,1991,43761.081269
Albania,ALB,Europe & Central Asia,Upper middle income,1991,8273.6324
Andorra,AND,Europe & Central Asia,High income,1991,NA
United Arab Emirates,ARE,Middle East & North Africa,High income,1991,80008.30573
Argentina,ARG,Latin America & Caribbean,Upper middle income,1991,267188.7341
Armenia,ARM,Europe & Central Asia,Lower middle income,1991,25425.6997
American Samoa,ASM,East Asia & Pacific,Upper middle income,1991,20.9670057
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1991,373.358162
Australia,AUS,East Asia & Pacific,High income,1991,499346.73
Austria,AUT,Europe & Central Asia,High income,1991,83261.989
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1991,78972.5094
Burundi,BDI,Sub-Saharan Africa,Low income,1991,2883.2595
Belgium,BEL,Europe & Central Asia,High income,1991,142753.293
Benin,BEN,Sub-Saharan Africa,Low income,1991,38173.353
Burkina Faso,BFA,Sub-Saharan Africa,Low income,1991,11859.682
Bangladesh,BGD,South Asia,Lower middle income,1991,126700.013
Bulgaria,BGR,Europe & Central Asia,Upper middle income,1991,85680.649
Bahrain,BHR,Middle East & North Africa,High income,1991,14435.82175
"Bahamas, The",BHS,Latin America & Caribbean,High income,1991,3468.70897
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,1991,28192.9298
Belarus,BLR,Europe & Central Asia,Upper middle income,1991,181585.196
Belize,BLZ,Latin America & Caribbean,Upper middle income,1991,690.12368
Bermuda,BMU,North America,High income,1991,581.547884
Bolivia,BOL,Latin America & Caribbean,Lower middle income,1991,183161.879
Brazil,BRA,Latin America & Caribbean,Upper middle income,1991,1569962.22
Barbados,BRB,Latin America & Caribbean,High income,1991,1244.59137
Brunei Darussalam,BRN,East Asia & Pacific,High income,1991,17604.6499
Bhutan,BTN,South Asia,Lower middle income,1991,1276.91591
Botswana,BWA,Sub-Saharan Africa,Upper middle income,1991,10963.44
Central African Republic,CAF,Sub-Saharan Africa,Low income,1991,106093.741333333
Canada,CAN,North America,High income,1991,626149.44
Switzerland,CHE,Europe & Central Asia,High income,1991,57853.8406
Channel Islands,CHI,Europe & Central Asia,High income,1991,NA
Chile,CHL,Latin America & Caribbean,High income,1991,52935.482
China,CHN,East Asia & Pacific,Upper middle income,1991,4035212.6074
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,1991,123933.505
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,1991,80901.324
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,1991,1148406.95
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,1991,54144.48936
Colombia,COL,Latin America & Caribbean,Upper middle income,1991,172087.4622
Comoros,COM,Sub-Saharan Africa,Low income,1991,295.363796
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,1991,217.50128
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,1991,8911.0919
Cuba,CUB,Latin America & Caribbean,Upper middle income,1991,50969.229
Curacao,CUW,Latin America & Caribbean,High income,1991,NA
Cayman Islands,CYM,Latin America & Caribbean,High income,1991,307.345957
Cyprus,CYP,Europe & Central Asia,High income,1991,5706.58558
Czech Republic,CZE,Europe & Central Asia,High income,1991,178391.636
Germany,DEU,Europe & Central Asia,High income,1991,1219016.83
Djibouti,DJI,Middle East & North Africa,Lower middle income,1991,1920.30307
Dominica,DMA,Latin America & Caribbean,Upper middle income,1991,130.209383
Denmark,DNK,Europe & Central Asia,High income,1991,83046.294
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1991,17837.37014
Algeria,DZA,Middle East & North Africa,Upper middle income,1991,111649.003
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1991,32029.751
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,1991,141847.456
Eritrea,ERI,Sub-Saharan Africa,Low income,1991,3334.6589
Spain,ESP,Europe & Central Asia,High income,1991,300579.879
Estonia,EST,Europe & Central Asia,High income,1991,51527.4219
Ethiopia,ETH,Sub-Saharan Africa,Low income,1991,63661.39064
Finland,FIN,Europe & Central Asia,High income,1991,75468.13313
Fiji,FJI,East Asia & Pacific,Upper middle income,1991,2172.7677
France,FRA,Europe & Central Asia,High income,1991,580971.95
Faroe Islands,FRO,Europe & Central Asia,High income,1991,NA
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,1991,48.517143
Gabon,GAB,Sub-Saharan Africa,Upper middle income,1991,11480.43134
United Kingdom,GBR,Europe & Central Asia,High income,1991,782637.35
Georgia,GEO,Europe & Central Asia,Upper middle income,1991,31422.526
Ghana,GHA,Sub-Saharan Africa,Lower middle income,1991,24852.77602
Gibraltar,GIB,Europe & Central Asia,High income,1991,219.415677
Guinea,GIN,Sub-Saharan Africa,Low income,1991,52861.472
"Gambia, The",GMB,Sub-Saharan Africa,Low income,1991,1142.19488
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1991,1495.2571
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,1991,656.363545
